topo,length,eval_time,snap_time,total_time
7018,7,1.2078468799591064,0.9021282196044922,2.1099750995635986
7018,7,1.1456406116485596,1.0157554149627686,2.161396026611328
7018,8,1.0665686130523682,0.8732736110687256,1.9398422241210938
7018,10,1.0618140697479248,0.8525371551513672,1.914351224899292
7018,7,0.8663620948791504,0.8511598110198975,1.7175219058990479
7018,7,1.1572794914245605,1.0773963928222656,2.234675884246826
7018,8,0.8681588172912598,0.8552069664001465,1.7233657836914062
7018,9,0.6845483779907227,0.9062871932983398,1.5908355712890625
7018,7,1.1404469013214111,0.7740261554718018,1.914473056793213
7018,6,0.8674132823944092,0.9896085262298584,1.8570218086242676
7018,7,1.0543789863586426,0.8374109268188477,1.8917899131774902
7018,9,1.0482196807861328,1.0820503234863281,2.130270004272461
7018,7,1.4260241985321045,0.5683712959289551,1.9943954944610596
7018,4,1.4859285354614258,0.6710085868835449,2.1569371223449707
7018,8,1.0598094463348389,0.8695163726806641,1.929325819015503
7018,8,1.1254210472106934,0.9063625335693359,2.0317835807800293
7018,9,1.1008098125457764,0.870293140411377,1.9711029529571533
7018,10,1.1278722286224365,1.2956020832061768,2.4234743118286133
7018,7,1.433068037033081,0.9925482273101807,2.4256162643432617
7018,8,1.1008861064910889,0.8845295906066895,1.9854156970977783
7018,8,1.0823004245758057,0.8928725719451904,1.975172996520996
7018,8,1.114126443862915,0.6833844184875488,1.7975108623504639
7018,7,1.1118972301483154,0.5487978458404541,1.6606950759887695
7018,6,1.1864395141601562,0.8815677165985107,2.068007230758667
7018,10,1.1734247207641602,0.9380977153778076,2.1115224361419678
7018,11,1.0802249908447266,0.9127576351165771,1.9929826259613037
7018,7,1.1127612590789795,0.736602783203125,1.8493640422821045
7018,11,1.1234166622161865,0.83670973777771,1.9601263999938965
7018,8,1.0981311798095703,0.8368117809295654,1.9349429607391357
7018,9,1.0586614608764648,0.8641841411590576,1.9228456020355225
7018,9,1.0700161457061768,0.8730359077453613,1.943052053451538
7018,6,1.124859094619751,0.9160165786743164,2.0408756732940674
7018,9,1.0915639400482178,1.026548147201538,2.118112087249756
7018,7,1.2530629634857178,0.7321844100952148,1.9852473735809326
7018,5,0.8729238510131836,0.873802900314331,1.7467267513275146
7018,6,1.1308748722076416,0.6904785633087158,1.8213534355163574
7018,8,0.8256268501281738,0.7030155658721924,1.5286424160003662
7018,6,1.2037043571472168,0.7155265808105469,1.9192309379577637
7018,9,0.8875472545623779,0.894068717956543,1.781615972518921
7018,11,0.8881587982177734,1.0450725555419922,1.9332313537597656
7018,8,1.122427225112915,0.9453465938568115,2.0677738189697266
7018,11,1.0982227325439453,0.9058828353881836,2.004105567932129
7018,10,1.0709660053253174,0.8360722064971924,1.9070382118225098
7018,9,0.8570294380187988,0.874260425567627,1.7312898635864258
7018,7,1.1003122329711914,0.9126451015472412,2.0129573345184326
7018,6,1.1254920959472656,0.9005091190338135,2.026001214981079
7018,8,1.112152338027954,0.8561842441558838,1.968336582183838
