topo,length,eval_time,snap_time,total_time
7018,6,0.5388517379760742,0.46340012550354004,1.0022518634796143
7018,9,0.5469427108764648,0.5025210380554199,1.0494637489318848
7018,7,0.5472402572631836,0.5950796604156494,1.142319917678833
7018,10,0.5522964000701904,0.45833396911621094,1.0106303691864014
7018,8,0.522672176361084,0.41541576385498047,0.9380879402160645
7018,7,0.5613663196563721,0.42170000076293945,0.9830663204193115
7018,8,0.5568146705627441,0.443467378616333,1.0002820491790771
7018,8,0.5570473670959473,0.4524850845336914,1.0095324516296387
7018,6,0.5521056652069092,0.4384150505065918,0.990520715713501
7018,9,0.34689998626708984,0.45681023597717285,0.8037102222442627
7018,6,0.5335693359375,0.41019749641418457,0.9437668323516846
7018,7,0.5691525936126709,0.5907623767852783,1.1599149703979492
7018,9,0.5104246139526367,0.41290903091430664,0.9233336448669434
7018,7,0.5359303951263428,0.5582668781280518,1.0941972732543945
7018,4,0.2941114902496338,0.26251697540283203,0.5566284656524658
7018,8,0.556032657623291,0.42058825492858887,0.9766209125518799
7018,10,0.5582666397094727,0.45595383644104004,1.0142204761505127
7018,4,0.31566786766052246,0.44892144203186035,0.7645893096923828
7018,10,0.549191951751709,0.42871665954589844,0.9779086112976074
7018,9,0.554018497467041,0.4789087772369385,1.0329272747039795
7018,9,0.5688550472259521,0.423870325088501,0.9927253723144531
7018,7,0.5441997051239014,0.4084305763244629,0.9526302814483643
7018,8,0.5604472160339355,0.5934460163116455,1.153893232345581
7018,8,0.5404872894287109,0.41413283348083496,0.9546201229095459
7018,8,0.5473694801330566,0.4291989803314209,0.9765684604644775
7018,7,0.5442211627960205,0.42239904403686523,0.9666202068328857
7018,8,0.5166110992431641,0.4157564640045166,0.9323675632476807
7018,8,0.5341346263885498,0.41547226905822754,0.9496068954467773
7018,5,0.5528359413146973,0.26887989044189453,0.8217158317565918
7018,7,0.5324671268463135,0.4389221668243408,0.9713892936706543
7018,8,0.5433125495910645,0.4418375492095947,0.9851500988006592
7018,8,0.5592730045318604,0.4541199207305908,1.0133929252624512
7018,8,0.5556762218475342,0.4613809585571289,1.017057180404663
7018,7,0.5506494045257568,0.45200061798095703,1.0026500225067139
7018,8,0.5487112998962402,0.41864752769470215,0.9673588275909424
7018,8,0.5390944480895996,0.4095618724822998,0.9486563205718994
7018,8,0.5530047416687012,0.41834473609924316,0.9713494777679443
7018,8,0.5521481037139893,0.41097307205200195,0.9631211757659912
7018,8,0.29154014587402344,0.4348468780517578,0.7263870239257812
7018,11,0.5370693206787109,0.417849063873291,0.954918384552002
7018,6,0.3155820369720459,0.40663838386535645,0.7222204208374023
7018,8,0.5276060104370117,0.4257955551147461,0.9534015655517578
7018,10,0.5412557125091553,0.4250829219818115,0.9663386344909668
7018,8,0.539156436920166,0.42130446434020996,0.960460901260376
7018,6,0.5282421112060547,0.4058058261871338,0.9340479373931885
7018,8,0.5287702083587646,0.40558815002441406,0.9343583583831787
7018,7,0.5563361644744873,0.4293947219848633,0.9857308864593506
7018,9,0.5562577247619629,0.4184551239013672,0.9747128486633301
7018,6,0.5461487770080566,0.41423964500427246,0.9603884220123291
7018,7,0.5562131404876709,0.5593061447143555,1.1155192852020264
7018,8,0.5900859832763672,0.4383578300476074,1.0284438133239746
7018,9,0.5497286319732666,0.43315744400024414,0.9828860759735107
7018,8,0.5183351039886475,0.4100625514984131,0.9283976554870605
7018,9,0.5291495323181152,0.40534377098083496,0.9344933032989502
7018,5,0.5563669204711914,0.42270779609680176,0.9790747165679932
7018,8,0.5271832942962646,0.4237709045410156,0.9509541988372803
7018,9,0.5308043956756592,0.41946840286254883,0.950272798538208
7018,8,0.565985918045044,0.4149587154388428,0.9809446334838867
7018,11,0.5314218997955322,0.4105112552642822,0.9419331550598145
7018,8,0.5174646377563477,0.40648579597473145,0.9239504337310791
7018,7,0.5223648548126221,0.288100004196167,0.8104648590087891
7018,6,0.5283489227294922,0.41673755645751953,0.9450864791870117
7018,9,0.5259373188018799,0.40709733963012695,0.9330346584320068
7018,7,0.553581714630127,0.49349141120910645,1.0470731258392334
7018,8,0.545074462890625,0.45499348640441895,1.000067949295044
7018,8,0.5510690212249756,0.2625432014465332,0.8136122226715088
7018,6,0.5292072296142578,0.27161645889282227,0.8008236885070801
7018,7,0.870574951171875,0.5880138874053955,1.4585888385772705
7018,5,0.5441327095031738,0.26650428771972656,0.8106369972229004
7018,9,0.5550096035003662,0.43371009826660156,0.9887197017669678
7018,7,0.52828049659729,0.4527125358581543,0.9809930324554443
7018,7,0.5290043354034424,0.4159979820251465,0.9450023174285889
7018,7,0.5299646854400635,0.41788649559020996,0.9478511810302734
7018,4,0.5503520965576172,0.2593963146209717,0.8097484111785889
7018,6,0.5322549343109131,0.2554202079772949,0.787675142288208
7018,10,0.5476059913635254,0.4481232166290283,0.9957292079925537
7018,9,0.5550475120544434,0.4422786235809326,0.997326135635376
7018,7,0.5544524192810059,0.4574756622314453,1.0119280815124512
7018,7,0.2848079204559326,0.4157106876373291,0.7005186080932617
7018,9,0.5341012477874756,0.41539525985717773,0.9494965076446533
7018,9,0.5596191883087158,0.665092945098877,1.2247121334075928
7018,10,0.5420358180999756,0.594261884689331,1.1362977027893066
7018,8,0.3106682300567627,0.5128893852233887,0.8235576152801514
7018,9,0.31010007858276367,0.4363131523132324,0.7464132308959961
7018,10,0.5386207103729248,0.5015554428100586,1.0401761531829834
7018,9,0.5246593952178955,0.40584731101989746,0.930506706237793
7018,6,0.5535552501678467,0.5189328193664551,1.0724880695343018
7018,10,0.5489022731781006,0.4326016902923584,0.981503963470459
7018,7,0.5466675758361816,0.42038416862487793,0.9670517444610596
7018,7,0.5428328514099121,0.41487884521484375,0.9577116966247559
7018,8,0.5310511589050293,0.4087045192718506,0.9397556781768799
7018,7,0.5475270748138428,0.42046570777893066,0.9679927825927734
7018,7,0.5285534858703613,0.4121699333190918,0.9407234191894531
7018,6,0.5400896072387695,0.4395136833190918,0.9796032905578613
7018,7,0.5413885116577148,0.42221760749816895,0.9636061191558838
7018,8,0.5470023155212402,0.44814586639404297,0.9951481819152832
