topo|length|eval_time|snap_time|total_time
7018|8|1.3091938495635986|1.2080793380737305|2.517273187637329
7018|6|1.5643837451934814|1.0303874015808105|2.594771146774292
7018|7|1.0703823566436768|1.1685993671417236|2.2389817237854004
7018|8|1.5657086372375488|0.8741400241851807|2.4398486614227295
7018|8|1.5640549659729004|1.1719224452972412|2.7359774112701416
7018|6|1.0750274658203125|1.1988575458526611|2.2738850116729736
7018|10|1.2816016674041748|1.1902880668640137|2.4718897342681885
7018|9|1.2937631607055664|1.1950299739837646|2.488793134689331
7018|10|1.5482890605926514|1.214585781097412|2.7628748416900635
7018|5|1.3092968463897705|1.167806625366211|2.4771034717559814
7018|8|1.6086418628692627|1.1740882396697998|2.7827301025390625
7018|6|1.5449905395507812|1.3312838077545166|2.876274347305298
7018|7|1.3328588008880615|1.1726138591766357|2.5054726600646973
7018|7|1.097090244293213|1.170443058013916|2.267533302307129
7018|10|1.538597822189331|1.1814725399017334|2.7200703620910645
7018|4|1.076016902923584|1.216015338897705|2.292032241821289
7018|6|1.338916540145874|1.0087089538574219|2.347625494003296
7018|7|1.570417881011963|1.0189456939697266|2.5893635749816895
7018|9|1.5479650497436523|1.3584065437316895|2.906371593475342
7018|11|1.576735258102417|1.1957669258117676|2.7725021839141846
7018|5|1.5583665370941162|1.1611757278442383|2.7195422649383545
7018|6|1.3151991367340088|1.23441743850708|2.549616575241089
7018|9|1.5969128608703613|1.220616102218628|2.8175289630889893
7018|9|1.5985314846038818|1.1921937465667725|2.7907252311706543
7018|8|1.2865793704986572|1.1735589504241943|2.4601383209228516
7018|7|1.3281517028808594|1.0130674839019775|2.341219186782837
7018|5|1.080169677734375|1.1596081256866455|2.2397778034210205
7018|10|1.5302598476409912|1.1951351165771484|2.7253949642181396
7018|5|1.3099493980407715|1.1985282897949219|2.5084776878356934
7018|10|0.8725497722625732|1.1918888092041016|2.064438581466675
7018|6|1.3072776794433594|1.1882593631744385|2.495537042617798
7018|9|1.30442476272583|1.1838855743408203|2.4883103370666504
7018|10|1.2960124015808105|1.3538234233856201|2.6498358249664307
7018|7|1.107804536819458|1.1940171718597412|2.301821708679199
7018|8|1.6094777584075928|1.3654446601867676|2.9749224185943604
7018|7|1.6450660228729248|1.335627555847168|2.9806935787200928
7018|7|1.5503742694854736|1.1655528545379639|2.7159271240234375
7018|8|1.5483298301696777|1.183894395828247|2.732224225997925
7018|7|0.8459553718566895|1.1831092834472656|2.029064655303955
