Path Length     Total Time
9		0.2561228275299072
9		0.19034028053283691
9		0.20999550819396973
9		0.22881531715393066
7		0.2007911205291748
9		0.21755051612854004
8		0.23467516899108887
8		0.21244049072265625
8		0.2140049934387207
9		0.2263643741607666
6		0.19480538368225098
9		0.21958661079406738
9		0.18120121955871582
5		0.19913887977600098
8		0.2144467830657959
9		0.22637200355529785
9		0.20764899253845215
9		0.26161789894104004
8		0.1935718059539795
9		0.263826847076416
7		0.18035340309143066
9		0.225571870803833
9		0.22092628479003906
8		0.16592741012573242
9		0.22964239120483398
9		0.23532819747924805
8		0.2034139633178711
12		0.3169517517089844
11		0.2207028865814209
10		0.2830328941345215
7		0.18069100379943848
10		0.20232343673706055
8		0.23284053802490234
9		0.21591830253601074
10		0.23144888877868652
8		0.21047544479370117
9		0.21670937538146973
8		0.19519686698913574
6		0.21174311637878418
6		0.16666150093078613
