AS	seconds	stddev
4755	0.014516909917195639	0.011734037626251128	
3356	0.006206591924031575	0.0005360861529442286	
7018	0.03166643778483073	0.0013823371506528068	
2914	0.017713308334350586	0.01332221138266128	
