10 0.0014333379896063554
8 0.001302764100848504
9 0.0013486078152289758
11 0.001511220578794126
6 0.0012172185457669771
19 0.0117491391988901
32 0.0208967924118042
12 0.007718605654580253
18 0.012075798852103097
26 0.02176189422607422
13 0.008251373584453877
21 0.014571289221445719
20 0.012983067830403646
16 0.012190914154052735
7 0.0011525887709397536
22 0.015181998411814371
23 0.014993084801567925
33 0.027748823165893555
17 0.011315147082010904
35 0.023935317993164062
4 0.0011894702911376953
28 0.018841552734375
34 0.02439582347869873
24 0.014374785953097872
5 0.001008749008178711
31 0.01819312572479248
29 0.016782283782958984
27 0.01548457145690918
15 0.008184671401977539
