0.0000 3947.8000 
0.0101 3991.4000 
0.0202 3992.6000 
0.0303 4016.1000 
0.0404 4020.5000 
0.0505 4035.4000 
0.0606 4039.8000 
0.0707 4069.3000 
0.0808 4071.6000 
0.0909 4072.4000 
0.1010 4080.9000 
0.1111 4085.6000 
0.1212 4088.3000 
0.1313 4095.4000 
0.1414 4107.3000 
0.1515 4113.4000 
0.1616 4116.3000 
0.1717 4121.6000 
0.1818 4122.8000 
0.1919 4122.9000 
0.2020 4143.1000 
0.2121 4151.3000 
0.2222 4163.0000 
0.2323 4200.7000 
0.2424 4221.1000 
0.2525 4223.2000 
0.2626 4223.5000 
0.2727 4242.2000 
0.2828 4253.0000 
0.2929 4277.5000 
0.3030 4390.8000 
0.3131 4397.4000 
0.3232 5214.4000 
0.3333 5217.8000 
0.3434 5249.1000 
0.3535 5251.0000 
0.3636 5256.7000 
0.3737 5260.4000 
0.3838 5266.1000 
0.3939 5268.4000 
0.4040 5268.4000 
0.4141 5268.7000 
0.4242 5273.4000 
0.4343 5280.2000 
0.4444 5285.3000 
0.4545 5289.4000 
0.4646 5291.4000 
0.4747 5295.2000 
0.4848 5298.9000 
0.4949 5301.5000 
0.5051 5309.9000 
0.5152 5310.1000 
0.5253 5315.7000 
0.5354 5326.4000 
0.5455 5328.1000 
0.5556 5328.8000 
0.5657 5336.1000 
0.5758 5339.0000 
0.5859 5341.3000 
0.5960 5345.0000 
0.6061 5348.9000 
0.6162 5356.8000 
0.6263 5360.0000 
0.6364 5361.5000 
0.6465 5363.5000 
0.6566 5365.1000 
0.6667 5377.0000 
0.6768 5385.8000 
0.6869 5386.6000 
0.6970 5387.2000 
0.7071 5394.9000 
0.7172 5404.5000 
0.7273 5405.2000 
0.7374 5411.3000 
0.7475 5441.9000 
0.7576 5454.6000 
0.7677 5474.8000 
0.7778 5478.9000 
0.7879 5486.4000 
0.7980 5507.2000 
0.8081 5523.1000 
0.8182 5675.7000 
0.8283 5678.3000 
0.8384 5695.9000 
0.8485 6461.4000 
0.8586 6463.5000 
0.8687 6466.2000 
0.8788 6472.5000 
0.8889 6476.5000 
0.8990 6478.1000 
0.9091 6488.2000 
0.9192 6493.9000 
0.9293 6515.1000 
0.9394 6526.1000 
0.9495 6546.0000 
0.9596 6566.7000 
0.9697 6587.8000 
0.9798 6631.4000 
0.9899 6718.9000 
1.0000 6878.4000 
