0.0000 2783.1000 
0.0101 2788.3000 
0.0202 2790.5000 
0.0303 2793.8000 
0.0404 2794.3000 
0.0505 2814.0000 
0.0606 2816.4000 
0.0707 2816.4000 
0.0808 2816.7000 
0.0909 2820.3000 
0.1010 2820.4000 
0.1111 2823.7000 
0.1212 2824.6000 
0.1313 2828.8000 
0.1414 2829.6000 
0.1515 2831.2000 
0.1616 2832.0000 
0.1717 2833.1000 
0.1818 2834.7000 
0.1919 2835.0000 
0.2020 2841.8000 
0.2121 2842.1000 
0.2222 2846.0000 
0.2323 2846.4000 
0.2424 2846.5000 
0.2525 2848.0000 
0.2626 2848.8000 
0.2727 2851.9000 
0.2828 2858.1000 
0.2929 2858.1000 
0.3030 2858.2000 
0.3131 2859.1000 
0.3232 2859.2000 
0.3333 2859.7000 
0.3434 2860.9000 
0.3535 2861.0000 
0.3636 2861.8000 
0.3737 2863.0000 
0.3838 2865.1000 
0.3939 2865.6000 
0.4040 2866.9000 
0.4141 2867.1000 
0.4242 2867.6000 
0.4343 2868.5000 
0.4444 2871.0000 
0.4545 2872.9000 
0.4646 2874.8000 
0.4747 2876.4000 
0.4848 2876.9000 
0.4949 2877.6000 
0.5051 2879.9000 
0.5152 2879.9000 
0.5253 2884.8000 
0.5354 2885.2000 
0.5455 2885.3000 
0.5556 2890.8000 
0.5657 2891.6000 
0.5758 2892.8000 
0.5859 2896.1000 
0.5960 2896.3000 
0.6061 2897.7000 
0.6162 2900.9000 
0.6263 2902.5000 
0.6364 2903.1000 
0.6465 2907.1000 
0.6566 2908.3000 
0.6667 2908.6000 
0.6768 2914.9000 
0.6869 2917.6000 
0.6970 2920.8000 
0.7071 2921.0000 
0.7172 2933.0000 
0.7273 2940.9000 
0.7374 2941.2000 
0.7475 2942.3000 
0.7576 2942.4000 
0.7677 2945.1000 
0.7778 2947.7000 
0.7879 2954.5000 
0.7980 2957.4000 
0.8081 2962.4000 
0.8182 2968.2000 
0.8283 2971.0000 
0.8384 2973.9000 
0.8485 2977.6000 
0.8586 2980.1000 
0.8687 2980.2000 
0.8788 2982.5000 
0.8889 2982.7000 
0.8990 2984.1000 
0.9091 2986.6000 
0.9192 2991.4000 
0.9293 3003.1000 
0.9394 3018.7000 
0.9495 3022.5000 
0.9596 3032.7000 
0.9697 3063.6000 
0.9798 3069.4000 
0.9899 3083.1000 
1.0000 3145.5000 
