int_faure ,Physical Tuples,Total Time (s),Data Time (s),Update Time (s),Z3 Time (s)
12,0.03335537910461426,0.022570252418518066,0.0029013633728027345,0.007883763313293457
14,0.02316579818725586,0.01581895351409912,0.002341556549072266,0.005005288124084473
16,0.02885875701904297,0.01926698684692383,0.0032190799713134764,0.006372690200805664
18,0.034125757217407224,0.022178244590759278,0.003920125961303711,0.008027386665344239
20,0.029398488998413085,0.019219279289245605,0.0032262086868286135,0.006953001022338867
22,0.035802602767944336,0.0236614465713501,0.003809690475463867,0.00833146572113037
24,0.025868701934814452,0.018115806579589843,0.002652621269226074,0.005100274085998535
26,0.030463981628417968,0.020089387893676758,0.003567671775817871,0.0068069219589233405
29,0.08464059829711915,0.01891436576843262,0.0033004283905029297,0.06242580413818359
31,0.07918391227722167,0.018406486511230467,0.00422825813293457,0.05654916763305664
33,0.06192030906677246,0.017391514778137208,0.0027004241943359374,0.041828370094299315
35,0.07492353916168214,0.016784477233886718,0.003391861915588379,0.05474720001220704
37,0.07461485862731934,0.0204789400100708,0.003371524810791016,0.05076439380645752
40,0.06319727897644042,0.016788768768310546,0.002044081687927246,0.044364428520202635
